Doc_ID,Hypothesis_ID,Gold_Label,Evidence_Text,Primary_Pattern,Secondary_Patterns,Cue_Words,Evidence_Structure,Divergence_Flag,Confidence,Complexity_Score,Notes
89,nda-20,Entailment,"3. In the event that Data Recipient determines that returning or destroying all of the Data, and all copies of the Data, is infeasible, Data Recipient shall provide to DOHMH notification of the conditions that make return or destruction infeasible.
---
Upon receipt by DOHMH of such notification that return or destruction of the Data is infeasible, Data Recipient shall extend the protections of this Agreement to such Data and limit further uses and disclosures of such Data to those purposes that make the return or destruction infeasible, for so long as Data Recipient maintains such Data.",P04,"P01, P05, P08, P09",P04=In the event that|Upon receipt; P01=shall provide|shall extend|limit further uses; P05=for so long as; P08=all of the Data|all copies,Multi-span,No divergence,High,5,"The permission to keep data arises only if return or destruction is infeasible and notification is provided, with continuing protections for as long as the data is maintained."
89,nda-3,NotMentioned,N/A,P10,,,None,No divergence,High,1,The agreement does not directly state that the protected Data includes verbally conveyed information.
89,nda-18,NotMentioned,N/A,P10,,,None,No divergence,High,1,The agreement does not directly address solicitation of the Disclosing Party's representatives.
89,nda-7,Entailment,"1. Only the Data Recipient’s employees and/or consultants required to use the Data to perform the functions of this Agreement that are set forth in Attachment B, and so designated by Data Recipient as “Authorized Users” in Attachment C to this Agreement, will be given access to the Data.
---
A. Nothing express or implied in this Agreement is intended to confer, nor shall anything herein confer, upon any person other than the Parties, any rights, remedies, obligations, or liabilities whatsoever.",P07,"P01, P08, P09",P07=employees and/or consultants|Authorized Users|person other than the Parties; P01=will be given access; P08=Only|required to use,Multi-span,No divergence,High,4,The row turns on the permitted recipient categories: employees and consultants designated as Authorized Users. The second span reinforces that third-party rights are otherwise excluded.
89,nda-17,Contradiction,"Except as set forth in Section III, Data Recipient shall not reproduce the Data in any form without the prior written consent of DOHMH.",P03,"P01, P02, P08",P03=Except as set forth|without the prior written consent; P01=shall not reproduce; P02=shall not; P08=in any form,Single-span,Possible divergence,Medium,4,The clause prohibits reproduction except as set forth elsewhere or with written consent. The consent route makes the contradiction label linguistically debatable but defensible.
89,nda-8,NotMentioned,N/A,P10,,,None,No divergence,High,1,The agreement does not directly require notice to the Disclosing Party before legally compelled disclosure.
89,nda-13,NotMentioned,N/A,P10,,,None,No divergence,High,1,The agreement does not directly permit acquisition of Confidential Information from a third party.
89,nda-5,Entailment,"1. Only the Data Recipient’s employees and/or consultants required to use the Data to perform the functions of this Agreement that are set forth in Attachment B, and so designated by Data Recipient as “Authorized Users” in Attachment C to this Agreement, will be given access to the Data.",P07,"P01, P08",P07=employees and/or consultants|Authorized Users; P01=will be given access; P08=Only|required to use,Single-span,No divergence,High,3,The clause allows access only to employees or consultants who need the Data for the agreement functions and are designated as Authorized Users.
89,nda-4,Entailment,"A. Data Recipient agrees to use the Data solely for the purposes set forth in Attachment B to this Agreement, and for no other purposes.
---
Except as otherwise provided in this Agreement, Data Recipient shall not, at any time, directly or indirectly disclose, share, give, loan, sell, or otherwise grant access to the Data provided pursuant to this Agreement, in part or in whole, to any other person or organization.",P08,"P01, P02, P03, P09",P08=solely for the purposes|for no other purposes|in part or in whole; P01=agrees to use|shall not; P02=shall not; P03=Except as otherwise provided,Multi-span,No divergence,High,5,The evidence limits use to specified purposes and restricts disclosure to others except as otherwise provided. Multiple spans together establish the limited-use rule.
91,nda-11,Entailment,"IV. NO REVERSE ENGINEERING; WORK PRODUCT: Receiving Party shall not reverse-engineer, analyze, attempt to duplicate or otherwise attempt to determine the design or method of compiling samples, prototypes or products of the Originating Party except pursuant to a mutually acceptable, written agreement executed by the parties.",P01,"P02, P03, P08",P01=shall not reverse-engineer; P02=shall not; P03=except pursuant to; P08=attempt to duplicate|otherwise attempt,Single-span,No divergence,High,4,"The clause directly prohibits reverse engineering and related attempts, subject only to a written-agreement carve-out."
